"Data Source","World Development Indicators",

"Last Updated Date","2022-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"St. Kitts and Nevis","KNA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","1370","1670","1850","1940","2010","2240","2510","3070","3690","4390","4660","5220","5260","5710","6190","6710","7310","7690","8080","7830","8280","9120","9440","9370","9270","10390","11640","12440","13050","14850","14620","14690","15450","15470","16610","16490","16410","18510","18840","19790","21160","19080",
"Korea, Rep.","KOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120","120","130","130","140","150","190","240","280","310","340","430","550","660","810","970","1280","1680","1870","2030","2050","2170","2340","2480","2850","3530","4520","5380","6450","7570","8310","9010","10090","11820","13320","13550","10330","10430","11030","11950","12850","13790","16200","18520","20800","23440","23860","22040","22290","23590","25660","26980","28160","28720","29330","30300","32730","33860","32960",
"Kuwait","KWT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20520","20870","21480","19680","16870","17980","18660","18930","22600","28510","35220","42300","47580","51710","45000","42490","43790","49690","53060","51000","41820","35330","31400","33430","36290","",
"Latin America & Caribbean (excluding high income)","LAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","449.475029711915","464.596625080285","498.824964824913","532.64992869237","563.876660306743","618.548396374864","681.238381129087","827.274819224921","1058.51793692964","1249.55153546329","1327.90779973375","1362.15930025165","1478.19025226061","1735.13011938458","2012.34072193229","2166.44076539142","2061.70152553203","1814.1519689705","1731.63848868313","1675.36546953713","1738.64062250722","1895.54297909968","2036.48191507354","2066.82266153496","2123.12846490021","2314.19762477018","2621.27275377832","2875.87649779325","3279.49790975241","3497.16172463208","3880.56088848462","4191.73282408506","4170.61842949711","3946.69526965472","4016.96956722731","3872.72662988497","3642.2459032478","3651.51659105878","3928.48669468054","4377.79628129869","5032.6711202785","5862.52902344248","6743.04116939452","6878.66554764844","7627.65352228845","8469.26509305667","9354.50829642384","9799.05305564653","9628.12950583696","8814.30301545479","8086.43342295137","7959.40187594326","8241.90763805261","8317.39169676381","7211.51047192378",
"Lao PDR","LAO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","550","430","250","210","190","210","250","280","310","350","380","370","310","290","280","310","320","340","390","460","510","620","750","890","1000","1140","1370","1610","1830","1980","2130","2260","2480","2540","2520",
"Lebanon","LBN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1310","1700","1920","2220","2610","3160","3720","4000","4250","4490","4600","4460","4200","3790","4730","4890","4860","5410","6060","6870","7470","7560","7560","7640","7550","7300","7250","7490","7750","7420","5370",
"Liberia","LBR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","180","210","250","290","330","390","430","460","520","570","650","650","650","640","640","630","610","570",
"Libya","LBY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5170","5160","5140","6860","8600","10400","12200","12090","12380","4690","11550","10750","7610","5690","4550","5410","6800","7720","4960",
"St. Lucia","LCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1530","1510","1660","1940","2500","2830","3330","3570","3730","3850","4400","4420","4510","4650","4850","4760","4930","5150","5250","4990","5010","5370","6000","6230","7260","7500","8090","8020","8170","8820","8850","8790","8840","8740","9430","10060","10720","10950","8560",
"Latin America & Caribbean","LCN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","488.735718310861","503.328604587113","538.342226017891","573.217077285482","610.006899477089","668.802809330879","734.939863041219","888.996099347607","1129.63210471565","1308.70840662133","1388.28915750335","1427.61064017606","1557.03699387257","1831.65181391789","2131.16339769558","2317.86899617935","2202.74665973776","1940.86795019222","1852.35838425185","1791.86776014569","1859.14504822359","2003.62738942502","2149.09147671132","2149.7447727957","2209.78359136415","2397.18699094577","2708.77956899485","2953.63228040193","3330.33532547101","3570.82145188325","3948.85455833295","4271.90743287813","4251.66540671106","4055.49593313379","4151.55758520652","4035.3577323454","3784.22806286071","3772.938690176","4092.30949577096","4581.62388073353","5275.77651478522","6155.4840472886","7096.57964995203","7266.15862636482","8049.57519393504","8873.43085927045","9788.23555954439","10197.814183075","10091.6872096307","9129.03704955994","8413.95224792155","8301.2537172517","8634.31044789327","8740.02209473086","7612.87459052613",
"Least developed countries: UN classification","LDC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","214.085097289925","240.78063215361","278.998625616576","294.876842251155","297.309214566428","286.757903397321","296.527088112832","284.829275256902","275.025656461231","253.833409353374","264.148143260343","273.45265009195","288.249033374723","286.928820395746","288.846685595","299.507865495171","306.336050037667","318.025489434265","341.633871454074","392.422754634378","445.857276384503","497.500599333405","568.731418860161","659.974993364401","719.25518832484","769.490009096575","819.677495283397","889.539229133858","962.790698777225","1009.06896823719","1000.19718716356","985.241160283993","994.026935871266","1045.59208034958","1090.32729624239","1062.44611935896",
"Low income","LIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","489.564806063526","460.812418211108","401.103415616073","402.134326330328","404.709074280303","415.110961754257","403.568820483148","398.426629635958","403.382120411138","421.964815498691","444.451630550619","481.519939256767","550.281985720482","616.451525548013","693.525832910289","793.396335266644","911.435968974537","997.436483934947","1055.55961621281","826.520233669706","713.345207860707","685.266575936989","705.06808951146","686.98473293681","662.944352078455","649.392195504329","659.110841679504","683.206642119898","668.815423509277",
"Liechtenstein","LIE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","5120","6500","8210","10150","11190","12370","14760","18510","22610","22620","20320","18770","19020","19730","22870","31170","41490","43620","45470","47570","54350","56680","62010","70050","78570","80150","77660","78660","78870","68260","65050","68450","78700","92710","104050","112190","121900","116440","","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","130","130","130","150","170","160","170","170","170","180","210","250","270","260","260","240","260","280","300","310","310","330","370","410","430","460","440","460","490","550","600","640","690","740","800","820","840","870","830","840","940","1060","1210","1360","1550","1790","2010","2410","2850","3360","3490","3640","3760","3810","3870","4040","4010","3720",
"Lower middle income","LMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","112.865338289743","113.994266910344","123.412271463824","133.195685570347","139.600710777832","150.029700787135","174.68191654951","218.048277384151","260.700405265612","286.12372950076","300.562526224564","326.018930595717","368.538724721878","423.146661385539","471.834280437905","504.091622254569","502.660933284176","479.037209057583","486.55630910673","506.175884912255","534.479936981736","549.171138291286","527.411801465329","522.380952996687","523.662776212345","525.903019420012","507.880796772793","507.057327013862","543.486115274845","594.227950788535","617.052472781632","578.648184050597","581.592971419517","588.33496647666","611.080285655305","626.323362363497","691.440880654641","802.121694052389","917.418495726159","1038.4510598823","1206.45918743485","1385.38041464759","1508.07420255742","1654.4599991365","1821.13874437313","2021.04947891406","2126.0673741755","2164.36911090144","2126.8666186853","2135.44472926899","2177.93127578758","2292.28501361798","2361.9857605486","2217.14124073976",
"Low & middle income","LMY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","143.432557974778","157.544128848153","171.377616455054","179.323541604102","179.748401218756","184.391118521102","200.66456814947","217.286971141824","229.67242702308","247.613235397551","295.632934223828","366.672753200329","433.94216492109","456.194343402018","474.751990443196","510.354245271698","585.773062522427","668.495825001764","721.902330411883","718.519452628361","679.251423572736","665.310209071928","673.416576227626","706.606639599455","763.321741744748","807.192508014087","799.981854392221","830.267689139842","833.743296034728","873.637842921646","897.539022071839","938.289823284492","1001.21211628058","1098.16368204006","1167.73892006328","1128.49898027146","1109.40706048333","1146.72946733312","1155.26881770024","1174.81037082155","1277.29856642921","1485.15948539213","1726.29978556591","2000.71039594639","2363.21431406689","2780.53697251553","2991.02761771341","3329.7935136245","3678.41651148888","4149.97301605184","4486.92672389074","4629.99393628273","4511.78901271962","4418.70034912385","4495.39820904536","4801.58343615941","5036.26129762983","4843.26721495446",
"Lesotho","LSO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","80","80","80","80","90","90","100","150","220","230","280","310","340","400","440","510","610","540","490","410","390","420","500","520","550","580","650","660","680","690","700","690","620","610","580","640","590","670","810","1020","1130","1300","1290","1190","1270","1360","1500","1460","1350","1310","1270","1190","1230","1290","1100",
"Late-demographic dividend","LTE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","200.821624812209","198.015981976501","202.528219997337","224.693866532095","250.119192946842","266.714828807501","291.802388078607","352.264380547434","424.121187995212","486.509791028352","500.313575755031","533.883263416324","582.096078481257","670.784355890991","747.439583290318","769.975852100143","750.324643851104","699.12151040301","715.819733256963","734.126400014041","798.325789576996","875.985158708605","962.462997425582","995.375287238417","1004.40693166804","1061.9817358167","1085.27204365451","1110.85925303058","1185.02292210077","1349.78262698746","1555.40861558245","1703.04700346024","1650.59184038986","1587.85238094684","1632.0598529928","1642.94584767416","1720.04233755877","1915.18335305189","2273.34645954923","2688.24022283153","3188.0908048019","3873.66773039423","4697.64989285346","5131.41297738218","5764.33258099644","6494.86645270343","7457.60499816508","8250.40527979739","8652.52177557924","8475.30121307711","8316.3994317673","8520.8703301494","9312.31691458502","9980.52912587325","9860.56395130002",
"Lithuania","LTU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600","2860","2980","3210","3450","3820","4700","6010","7560","8800","10600","12680","12460","12570","13320","14100","15340","16070","15180","14890","15270","17450","19050","19620",
"Luxembourg","LUX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1630","1680","1870","1920","2020","2070","2240","2560","3220","3440","4050","5200","6850","7890","8470","9030","10600","12870","15390","15400","14850","13410","12990","13050","15520","19980","25870","28540","31330","35170","38990","40050","41330","45760","48560","49360","46350","46520","45650","44950","42400","45930","62490","73070","71300","85660","85830","70430","77410","79040","87890","85120","86710","73480","73670","75710","79440","77040","80860",
"Latvia","LVA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2720","2870","2990","3320","3600","3940","4670","5830","7390","8930","11230","13530","14120","12650","12740","13800","14850","15330","15100","14790","14850","16530","17790","17880",
"Macao SAR, China","MAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","4770","4600","5220","6510","7490","8080","8980","9990","12570","14310","16030","17430","17490","17330","15700","14640","14720","15760","16290","17840","22220","23950","26190","34150","33780","36100","45260","54490","60790","69510","72140","62080","63700","69960","76480","75690","",
"St. Martin (French part)","MAF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","220","240","250","270","290","350","440","540","580","600","650","780","980","960","940","790","730","680","770","860","1080","1110","1160","1240","1270","1230","1350","1300","1510","1460","1460","1410","1390","1400","1370","1540","1830","2070","2240","2380","2700","2880","2930","3000","2980","3090","3060","3020","2880","2880","3090","3200","3020",
"Monaco","MCO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","630","580","510","490","500","590","710","910","1120","1280","1440","1870","1950","2380","2730","3140","3620","3740","3300","3180","3330","3920","4580","4560",
"Madagascar","MDG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","130","130","140","140","150","160","170","170","180","180","190","210","260","310","300","310","310","390","500","510","520","480","430","400","400","370","340","300","310","280","290","290","290","280","300","300","300","280","290","300","280","340","340","340","330","380","450","470","470","480","500","520","520","490","470","470","500","520","470",
"Maldives","MDV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1760","1860","1980","2070","2240","2620","3400","3770","3460","4540","4480","5420","5460","5960","6590","6630","6800","7320","7650","8070","8600","9210","9640","6490",
"Middle East & North Africa","MEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2477.29326013706","2709.20864057751","2880.3267406509","2897.33418794058","2895.7074188654","3061.30615667377","3166.17681084929","3133.30600117067","3358.50823967896","3856.86050891566","4382.40935554398","5015.37654366757","5768.40799376544","6712.25177645716","6961.77141466818","7405.11817267538","7534.32267401833","8294.4985460325","8694.38232511667","8657.6644793051","7984.33240308733","7593.10431411143","7185.14582834401","7331.42650557899","7471.42567272355","6892.18277825208",
"Mexico","MEX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","360","390","440","480","510","560","610","640","680","730","820","990","1210","1460","1540","1480","1590","1890","2560","3270","3000","2400","2200","2270","2080","2040","2090","2370","2790","3250","3770","4490","5310","4790","4620","4660","5000","5510","6210","6740","7100","7360","7820","8050","8690","9250","9780","8820","9040","9310","10050","10270","10500","10160","9390","8920","9180","9470","8480",
"Marshall Islands","MHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3070","2690","2590","2690","2830","2960","3110","3100","3130","3280","3440","3310","3450","3280","3470","3550","3570","3470","3880","4040","4290","4250","4440","4840","5050","4940",
"Middle income","MIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","135.998836934381","146.678648611688","161.449278488791","175.778677792159","184.054379134872","184.426924217862","189.209974254126","206.151939865222","223.372942581798","236.178586110211","254.781061683377","304.440269286416","377.662529793448","446.819823865634","469.705997942653","488.680855191123","525.732766185538","603.701721447055","689.480418879627","745.321865540682","742.490398243556","702.574978639474","689.057770785321","697.68110732286","730.656398331684","787.202659224717","832.772104316765","826.280422502548","860.471593753122","865.727664622624","909.522711534056","936.438995336759","982.415295463377","1050.09566022293","1154.03945103372","1228.68367455286","1188.25013787844","1169.07741648362","1209.85232233051","1218.67838039848","1239.16872843703","1348.59845481368","1570.2645408314","1828.82617592181","2123.33421366181","2512.75863986494","2961.39600723947","3187.31210352277","3556.74007221701","3964.22094503682","4497.81375410745","4876.42147039144","5037.60660598441","4914.60554479523","4819.90346510071","4912.13676598432","5257.17026066473","5522.64071134125","5317.67679180932",
"North Macedonia","MKD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1750","1460","1400","1790","2190","2220","2010","1910","1920","1820","1850","2110","2590","3020","3350","3620","4370","4650","4740","4840","4770","5030","5220","5130","5000","4940","5500","5890","5750",
"Mali","MLI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","60","60","70","80","90","100","120","140","160","170","220","250","240","200","170","160","180","200","240","290","290","290","320","330","320","280","270","270","280","280","290","280","300","290","350","400","460","500","530","610","660","700","730","730","780","810","800","780","770","830","870","830",
"Malta","MLT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1090","1260","1560","1990","2120","2320","2660","3300","4280","4670","4550","3940","3830","3690","4000","4930","6260","6910","7600","7940","8720","8570","8600","9250","10010","10530","10260","10710","11400","10950","10710","12170","14100","15660","16350","17580","20410","20310","21370","22120","22160","23370","24560","25230","23590","24140","27090","28340","25370",
"Myanmar","MMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","30","30","20","20","10","10","20","20","20","20","20","30","40","40","40","30","30","30","30","30","30","40","30","40","40","40","40","40","40","50","60","70","90","120","130","120","120","130","140","130","150","170","200","230","270","350","460","620","800","990","1160","1210","1170","1200","1180","1220","1270","1350",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1270.96209279087","1456.69995545887","1583.78627413776","1637.73181230448","1693.27387147009","1773.82191329421","1826.89134870436","1809.87927643718","1891.38563568633","2145.05108827167","2420.2697759645","2756.54768677717","3223.12775562631","3794.36502008937","4167.08440311904","4522.58024558681","4279.93205887881","4565.98318598698","4625.61051009275","4482.29904465583","4039.42927940866","3957.27319104614","3730.33804820001","3572.58345936687","3462.47847012116","3096.37013582196",
"Montenegro","MNE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1970","2440","3100","3660","4320","5120","6470","6740","6920","7260","7000","7330","7320","7250","7090","7400","8430","9130","7900",
"Mongolia","MNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1440","1320","1230","1350","1520","1690","1590","1430","1200","810","510","430","460","550","580","520","480","470","480","530","610","760","900","1120","1410","1800","1790","2000","2590","3650","4330","4210","3800","3490","3240","3690","3850","3740",
"Northern Mariana Islands","MNP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","190","190","210","250","290","330","320","320","290","320","360","400","420","460","500","540","520","540","600","670","690","640","530","470","460","490","460",
"Mauritania","MRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","180","230","260","260","270","290","280","290","280","290","340","480","510","540","550","570","640","710","720","670","640","610","580","610","670","740","760","730","810","920","970","870","900","970","870","830","820","730","650","650","710","800","940","1140","1220","1380","1450","1500","1600","1760","1850","1750","1640","1510","1530","1640","1720","1670",
"Mauritius","MUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","1010","1220","1240","1280","1190","1070","1030","1060","1250","1620","2060","2220","2430","2620","2990","3120","3230","3470","3780","3900","3780","3660","3900","3970","3960","4410","5170","5600","5930","6490","7400","7800","8080","8400","9550","10520","10820","10700","10640","10980","12270","12890","10230",
"Malawi","MWI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","50","50","50","50","60","60","60","60","60","70","80","90","110","130","130","130","150","170","190","190","180","170","170","160","150","150","160","160","180","210","200","220","160","160","170","200","200","180","160","140","170","220","300","300","310","330","370","410","450","490","460","410","370","350","340","370","430","550","580",
"Malaysia","MYS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","240","250","270","300","320","330","340","350","370","390","440","570","750","860","920","970","1130","1450","1790","1930","1860","1810","1950","1920","1860","1960","2140","2260","2400","2560","2880","3230","3600","4050","4500","4620","3640","3380","3460","3550","3790","4160","4740","5270","5840","6630","7510","7600","8260","9050","10180","10840","11140","10680","10150","9950","10650","11260","10570",
"North America","NAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","3189.39184125008","3317.42539838757","3503.42609807508","3762.63503019986","4066.78662067021","4235.24572668697","4594.90991478977","4911.48302756376","5063.42879052276","5434.19134164939","6066.89774327109","7043.36946677329","7711.49719771022","8213.97669992241","8648.61767139745","9256.5560886489","10385.375787436","11773.6146928688","12913.0085037813","13853.159459873","13709.850148855","14045.9819767837","15624.4659401124","16835.7555354668","18419.7116934281","20615.6353333528","22630.7145921954","22875.5977511668","23149.4551460941","23355.7024949968","24713.5674676875","25400.2538747008","26624.4266539048","27959.6076088334","29149.247811591","30110.3444529355","30855.6521992239","32453.7974743382","34661.7516985721","35384.6679471852","35968.9101261423","38420.6739873927","42193.4501143121","45073.8751738441","46945.4711247429","47993.8460270397","48763.1679863502","47382.0328835956","48687.2984766874","50295.4186842418","52616.5579038238","53872.3562482491","55450.9492609568","55739.2716738503","55805.2060127665","57600.9292761167","61624.4237301814","63981.7819800305","62371.7399054072",
"Namibia","NAM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1980","1840","1670","1320","1340","1600","1690","1850","1990","2150","2300","2200","2270","2460","2510","2500","2370","2240","2240","2090","2010","2280","2900","3530","4030","4230","4320","4250","4500","5130","5730","5950","5790","5310","4740","4620","4920","5160","4500",
"New Caledonia","NCL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","1830","2160","2520","3220","3420","3780","4000","5280","6400","6440","6580","6980","6900","7980","7940","7160","5920","5480","5510","6170","8070","13270","14540","14760","15200","16070","15880","16320","17720","18240","17810","14520","13650","13210","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","150","160","160","170","170","170","160","150","150","160","150","160","210","230","220","230","280","350","410","390","360","290","210","220","250","270","330","320","340","360","420","390","300","260","240","240","250","240","220","220","220","250","280","330","360","380","440","480","520","520","550","570","590","560","530","520","570","590","550",
"Nigeria","NGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","100","110","110","110","110","100","100","120","170","180","200","220","340","400","510","560","560","640","760","970","1260","1450","1130","970","790","710","680","550","560","510","510","360","310","310","390","440","440","460","470","530","630","710","870","1030","1350","1610","1970","2050","2150","2180","2440","2690","2940","2820","2430","2090","1960","2030","2000",
"Nicaragua","NIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","140","150","160","200","230","290","290","310","310","320","330","380","510","570","600","680","650","500","600","660","680","680","700","690","750","860","680","360","310","220","240","290","450","610","880","880","880","930","960","970","960","1000","1080","1160","1200","1290","1390","1380","1460","1570","1670","1740","1830","1890","1960","2030","1970","1900","1850",
"Netherlands","NLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1220","1310","1460","1700","1840","2000","2230","2550","2890","3290","3850","5070","6370","7630","8350","9100","10460","12760","14830","14000","12350","11070","10730","10330","11690","14720","18570","19540","20320","21280","23520","24040","25370","27690","29750","29800","28260","28670","28810","27390","27020","30950","37280","42050","45910","49110","52670","53670","53910","54480","52940","52950","51980","49820","46900","47110","51250","53180","51060",
"Norway","NOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1610","1710","1860","2050","2240","2470","2630","2850","3120","3570","4230","5320","6750","8380","9150","9960","11110","13110","15650","16410","15750","14930","15140","15710","17550","20830","23970","25080","26500","27820","30780","30210","30850","32690","35790","37910","36100","35540","36540","38220","39890","44750","54140","63830","70020","78470","87470","87830","88490","90330","99110","104190","104370","92910","81370","75650","80320","81640","78290",
"Nepal","NPL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","50","50","50","50","70","80","70","70","70","70","80","80","100","110","120","120","120","130","140","160","150","140","160","160","170","180","200","210","210","210","200","190","200","200","210","220","210","220","230","240","240","260","280","310","340","370","430","480","540","630","770","860","880","890","880","990","1120","1230","1190",
"Nauru","NRU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8870","13000","14920","13690","12720","12340","14290","16620","15990",
"New Zealand","NZL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","6530","7670","8240","7860","7370","7010","6950","7860","10010","12550","13570","13640","12160","12050","12360","13400","15280","16730","17160","15790","15040","14080","13810","14170","16960","21500","25440","26400","28150","28630","29690","29680","32230","36700","39930","41680","40650","39440","38910","41680","42870","41550",
"OECD members","OED","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1446.15314459977","1531.63743676508","1646.12720506018","1781.69947492628","1938.44548952323","2057.74101090415","2251.11536079395","2444.4620490609","2587.44442502647","2811.67091287638","3212.3355750874","3917.99188801922","4566.10034350995","5099.7311736325","5377.02877753169","5751.8830871419","6563.4556752302","7864.48517586859","9071.22232368349","9433.9474261464","8957.79678647993","8554.07336992685","8843.90783163947","9254.53023722402","10402.266251174","12464.7123947515","15140.9812043992","15930.5820438307","16665.1475183317","17317.1985871983","18794.8555149579","19269.9682426531","20291.9649161321","21608.790424117","22639.7520341194","22713.2040450735","21888.9174098129","22163.0314564028","23130.6093577721","23100.4959094263","22958.8064988155","24693.550942327","28139.6767506026","30975.7630116428","32493.2861987454","33752.0030644783","35155.8020046139","34498.8919989236","35440.2110763098","36582.3734131073","37726.9557376972","38367.9832813318","38462.8572856505","37335.9739930506","36457.1588692182","36629.294749457","39037.2182274512","40269.1530871651","38598.4041213407",
"Oman","OMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","160","230","280","320","330","360","310","700","1510","2770","2720","2650","3070","3960","5480","6210","6160","6320","6560","5930","5390","5210","5660","5710","6040","6510","6280","6160","6270","6470","6810","6530","6370","7070","7830","8000","8290","9410","10690","12660","14560","17430","17740","16080","18620","22270","23340","21920","20160","18190","16130","16370","16430","15030",
"Other small states","OSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4213.37718840606","4713.56382540318","5714.58551592797","6865.72548893606","8308.34170170335","9776.25540663269","11188.3621972341","11032.8238891386","11524.0230200476","12474.834272341","13798.686832577","14879.6472162916","15113.2961701287","14098.7748840249","12990.6788264539","12280.7098218267","13032.6152153498","13613.9091124287","12379.4538817847",
"Pakistan","PAK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","100","100","110","120","130","150","160","170","180","170","150","150","160","180","200","240","270","320","350","360","350","350","340","360","370","400","400","400","400","430","440","440","470","480","470","450","440","480","510","530","570","660","740","800","860","920","950","970","1030","1120","1210","1230","1260","1310","1400","1480","1410","1270",
"Panama","PAN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","530","550","590","630","670","710","770","810","890","960","1090","1220","1370","1350","1550","1790","2020","2260","2470","2630","2540","2570","2840","2910","3260","2750","2560","2640","2730","3010","3240","3410","3410","3570","3610","3680","3750","3880","3830","3940","4040","4460","4790","5100","5770","6540","6900","7260","8550","9540","10630","11190","12200","12780","13750","14490","14920","12420",
"Peru","PER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","300","340","380","450","490","470","480","500","560","630","740","930","1080","1070","1020","870","910","1020","1170","1130","920","890","840","840","950","790","790","840","1220","1420","1550","1760","1950","2150","2280","2150","2030","1970","1900","1960","2080","2280","2540","2810","3210","3790","3970","4410","4970","5790","6420","6530","6340","6110","6060","6470","6790","6030",
